RA,RI,LOCATION,FEATURE,TYPE_USE,COMMENTS,SOURCE_1,SOURCE_2,SURVEY_TYP,DATE_,CONTACT,PROJECT,DATA_SOURC,Dataset_ID,SOURCETHM,SP_SRCTHM,YEAR_PHT,COVERAGE,NAME,DENSITY,REFERENCE1,REFERENCE2,OBS_METHOD,ACCURACY,DISTRIBUTI,PRIM_COV_I,SEC_COV_IN,TER_COV_IN,DISTRIBU_1,PRIM_COV_S,SEC_COV_SU,TER_COV_SU,DISTRIBU_2,LINKID,BUFF_DIST,CREW,FEATURE_TY,RI_LOS,Shape_Leng,Shape_Area,width,height,angle,area,perimeter
"0","0",WINDY_BAY/POOLEY_ISLAND,Eelgrass,HERRING_SPAWN,ENVIRONMENTAL_IMPACT_ASSESSMENT/POOLEY_ISLAND_FOR_WFP,,,IMPACT_ASSESSMENT,"1997",DFO_PRINCE_RUPERT,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,8549.93721904000,2594110.06640999997,2307.759439,1835.238054,58.969338,4235287.942880,8285.994987
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,451.56228360300,12039.58789060000,97.639439,167.044373,170.598316,16310.118849,529.367623
"0","0",GRIFFIN_PASSAGE/RODERICK_ISLAND,Eelgrass,PRESENT,MARINE_IMPACT_OF_BOAT_LOGGING_SITES_FOR_WFP,,,DIVE_SURVEY,"1996",DFO_PRINCE_RUPERT,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1713.39771558000,122371.85156300000,254.256638,706.898872,25.311015,179733.730898,1922.311021
"0","0",OLIVE_POINT/BOSWELL_INLET,Eelgrass,PRESENT,N/A,,,DIVE_SURVEY,"1996",MOF_BELLA_COOLA,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,3819.11271154000,342580.59570300003,1158.072221,435.895429,154.786690,504798.388065,3187.935301
"0","0",Head of Hardy Bay,Eelgrass,,,"Blacklock, C","Jepps, S",,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5361.85785040000,890363.48632799997,836.163136,1685.290012,164.795082,1409177.382391,5042.906297
"0","0",Beaver Harbour,Eelgrass,,productive,"Blacklock, C",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5042.08096577000,661706.05664099997,650.947096,2167.948922,126.755374,1411220.054178,5637.792035
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,4124.37609755000,490663.79101599997,916.013518,886.579692,31.260549,812118.982353,3605.186419
"0","0",Pulteney Point - Malcolm Island,Mixed,,"Extension of eelgrass mapped as part of shorezone units, mixed species","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,355.41087978200,7443.91601563000,71.877251,148.215373,43.406937,10653.313559,440.185248
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,8038.39861324000,494025.66796900000,842.574535,1675.827732,80.832434,1412009.771801,5036.804534
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,898.19250709000,38366.06640630000,138.432225,395.267160,110.638029,54717.712374,1067.398769
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2630.07161705000,95838.82812500000,309.582099,1124.267881,41.453473,348053.210372,2867.699960
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,294.46382883000,6233.63476563000,69.562352,107.348360,75.743993,7467.404407,353.821424
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1388.72043569000,47289.25585940000,192.470117,589.589387,157.787480,113478.338236,1564.119007
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1698.21258735000,42853.64453130000,232.142891,670.169019,98.370708,155574.973455,1804.623819
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,215.51893808200,2089.05078125000,31.468831,91.796652,52.291395,2888.733319,246.530965
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1168.72272509000,13575.40234380000,78.045872,549.960589,80.796037,42922.153844,1256.012923
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,239.29294035700,2084.53710938000,31.393209,93.971928,89.860764,2950.080395,250.730274
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2494.40503436000,74370.33398440000,311.540388,1101.056532,110.421315,343023.579114,2825.193840
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,441.48752017700,4847.68945313000,29.635817,206.672741,88.360603,6124.915536,472.617115
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,321.03296222700,6682.09570313000,62.746519,126.383529,86.946075,7930.126461,378.260095
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1395.37727441000,35679.34765630000,192.006174,541.812411,67.819027,104031.328249,1467.637171
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,494.44996006600,7054.81054688000,42.333644,233.621694,147.242097,9890.057748,551.910677
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,281.97649598300,2749.53710938000,41.691014,122.756888,143.886236,5117.859176,328.895805
"0","0",Port McNeill Hbr North Shore by Marine,Zostera marina,,"Survey by Tera planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2058.58538890000,71549.95898440000,113.934370,984.820148,82.490321,112204.863022,2197.509035
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,374.10459387100,6149.77343750000,51.595536,159.818227,178.073175,8245.907137,422.827527
"0","0",Port McNeill Hbr North Shore and Head,Zostera marina,,"Survey by Tera Planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5387.47324333000,501344.01953100000,926.500445,1935.016043,54.072219,1792793.224503,5723.032975
"0","4",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5461.66739060000,1000494.36913999997,907.948708,1667.978754,17.116749,1514439.154920,5151.854924
