FEATURE,DATA_SOURC,Dataset_ID,Shape_Leng,Shape_Area
Giant Kelp,,"0",65.68113498190,299.05529063500
Giant Kelp,,"0",1306.97073701000,31702.69612670000
Giant Kelp,,"0",346.78527348100,4905.73226562000
Giant Kelp,,"0",323.26058823600,4422.16663437000
Giant Kelp,,"0",116.35192265900,795.34182189200
Giant Kelp,,"0",133.51495564900,1221.43930626000
Giant Kelp,,"0",854.92635881400,16326.75852820000
Giant Kelp,,"0",698.11620258500,8072.49021250000
Giant Kelp,,"0",747.13125152000,15332.90987820000
Giant Kelp,,"0",1311.32185870000,29252.77734930000
Giant Kelp,,"0",630.56317685000,12810.40291870000
Giant Kelp,,"0",215.37845738800,2851.38144067000
Giant Kelp,,"0",2183.25212230000,93187.71708160000
Giant Kelp,,"0",165.25142625800,1474.60112499000
Giant Kelp,,"0",131.12833045000,825.90287499200
Giant Kelp,,"0",258.70305868200,3011.97340940000
Giant Kelp,,"0",255.30733969600,2888.82413752000
Giant Kelp,,"0",413.21121538100,4321.00285937000
Giant Kelp,,"0",800.27810132800,38934.56554370000
Giant Kelp,,"0",71.13737019490,304.01832812100
Giant Kelp,,"0",349.45537124500,3590.79965937000
Giant Kelp,,"0",62.22640010360,272.50548124400
Giant Kelp,,"0",403.34943515800,4886.25953123000
Giant Kelp,,"0",341.07120954400,2550.08797811000
Giant Kelp,,"0",276.65379909900,3878.15457816000
Giant Kelp,,"0",90.58902181810,555.94472500700
Giant Kelp,,"0",265.23978324200,3045.14968747000
Giant Kelp,,"0",124.61476864400,1115.92384375000
Giant Kelp,,"0",763.86615876600,18435.40481250000
Giant Kelp,,"0",120.24857363300,1102.06639739000
Giant Kelp,,"0",80.33198875110,446.09849062300
Giant Kelp,,"0",474.48881013300,7118.58999059000
Giant Kelp,,"0",3051.94478689000,80152.90876910000
Giant Kelp,,"0",137.44748397600,1302.96353440000
Giant Kelp,,"0",115.16278299600,885.34935938700
Giant Kelp,,"0",201.95373112900,2555.48654063000
Giant Kelp,,"0",216.61699970500,2795.52246875000
Giant Kelp,,"0",1775.53100128000,28234.99773120000
Giant Kelp,,"0",2505.13771976000,76681.36138950000
Giant Kelp,,"0",185.58542490400,1691.48266563000
Giant Kelp,,"0",181.68263505900,957.53288437000
Giant Kelp,,"0",78.68983582840,466.89736873200
Giant Kelp,,"0",149.03461240700,1036.21590002000
Giant Kelp,,"0",142.42261415000,1161.74214687000
Giant Kelp,,"0",397.05320797300,4781.39004688000
Giant Kelp,,"0",98.20309763880,636.79866562200
Giant Kelp,,"0",132.60602198000,1014.39556252000
Giant Kelp,,"0",1811.86135870000,79020.90435620000
Giant Kelp,,"0",394.68136021100,4594.57668124000
Giant Kelp,,"0",330.62975090700,2502.26309125000
Giant Kelp,,"0",111.25340190300,610.99182815200
Giant Kelp,,"0",2713.09171856000,44894.29966780000
Giant Kelp,,"0",2770.69444698000,67780.72981890000
Giant Kelp,,"0",912.48720476900,16890.59187820000
Giant Kelp,,"0",380.14687259700,4073.28146556000
Giant Kelp,,"0",105.10022341000,795.32234375100
Giant Kelp,,"0",2894.96152575000,78539.89018000000
Giant Kelp,,"0",211.13537961400,2730.05063126000
Giant Kelp,,"0",608.90449052400,6099.56679063000
Giant Kelp,,"0",89.82404443810,419.84843751300
Giant Kelp,,"0",412.15874380500,3015.65341877000
Giant Kelp,,"0",670.12420451700,8067.75381881000
Giant Kelp,,"0",199.41125817500,1585.00596878000
Giant Kelp,,"0",140.01395323000,1116.11685624000
Giant Kelp,,"0",363.42705040900,3761.38356251000
Giant Kelp,,"0",213.50516397300,1466.70600623000
Giant Kelp,,"0",52.92794156790,178.00948124500
Giant Kelp,,"0",211.97315837500,1624.46111250000
Giant Kelp,,"0",1890.25706776000,24613.34325010000
Giant Kelp,,"0",150.96983706600,888.90323126500
Giant Kelp,,"0",42.23013001850,120.90067500500
Giant Kelp,,"0",49.86531487590,137.65866875800
Giant Kelp,,"0",64.63165581950,246.40636250200
Giant Kelp,,"0",81.71856022220,469.94139375000
Giant Kelp,,"0",177.09454252700,1339.03699375000
Giant Kelp,,"0",98.57567519570,414.67656251300
Giant Kelp,,"0",167.93404314800,867.05458128100
Giant Kelp,,"0",176.97474916300,1693.35922500000
Giant Kelp,,"0",34.94809734420,60.61557500580
Giant Kelp,,"0",556.43614497400,4851.21593755000
Giant Kelp,,"0",346.92913640200,2554.89819996000
Giant Kelp,,"0",227.27857913500,1338.37342497000
Giant Kelp,,"0",336.90091089800,2860.90393128000
Giant Kelp,,"0",438.06495562900,4131.63243121000
Giant Kelp,,"0",54.05671087120,195.65220624800
Giant Kelp,,"0",128.00949761800,788.34267501500
Giant Kelp,,"0",224.34186581800,1368.26086252000
Giant Kelp,,"0",292.84724373700,2369.37760004000
Giant Kelp,,"0",414.27981412300,2901.81115626000
Giant Kelp,,"0",426.06110839400,3680.13429378000
Giant Kelp,,"0",255.81326899300,2231.19949379000
Giant Kelp,,"0",458.55918711800,3827.35190001000
Giant Kelp,,"0",94.35326090230,453.82396249600
Giant Kelp,,"0",214.60018322600,1737.06902501000
Giant Kelp,,"0",279.09010500000,3752.44536872000
Giant Kelp,,"0",167.83195889600,1230.18714371000
Giant Kelp,,"0",102.36040938200,749.24293126300
Giant Kelp,,"0",131.04274042100,1093.04993125000
Giant Kelp,,"0",198.47524988000,1944.61701562000
Giant Kelp,,"0",126.11756095300,844.94636250100
Giant Kelp,,"0",115.70734940500,881.55453751400
Giant Kelp,,"0",85.86767889330,528.79265312000
Giant Kelp,,"0",104.81785764700,832.54324061300
Giant Kelp,,"0",124.21623583500,963.50889689300
Giant Kelp,,"0",218.39356217400,2123.24924063000
Giant Kelp,,"0",146.73076554400,1509.32292814000
Giant Kelp,,"0",254.29635151400,3827.30698121000
Giant Kelp,,"0",186.39682244900,1736.88900938000
Giant Kelp,,"0",66.14683701300,278.01916561900
Giant Kelp,,"0",538.28957478800,4896.46082429000
Giant Kelp,,"0",264.02419720700,2673.85002187000
Giant Kelp,,"0",75.13193402500,390.85875938100
Giant Kelp,,"0",62.45553612430,259.97348437200
Giant Kelp,,"0",222.96984032200,2256.78646251000
Giant Kelp,,"0",335.06651995700,4227.08680311000
Giant Kelp,,"0",337.45848771000,3409.82875939000
Giant Kelp,,"0",132.10564409900,1101.85182468000
Giant Kelp,,"0",340.86278062200,3774.88945939000
Giant Kelp,,"0",221.70154607900,2837.17010440000
Giant Kelp,,"0",261.52129388300,2621.67835937000
Giant Kelp,,"0",97.25767280110,624.14915007300
Giant Kelp,,"0",112.59488248600,773.58179376600
Giant Kelp,,"0",100.09752452200,524.64715976400
Giant Kelp,,"0",126.57564795500,1104.30590002000
Giant Kelp,,"0",106.96784959000,758.23275625600
Giant Kelp,,"0",426.62258800200,8731.72440312000
Giant Kelp,,"0",246.08246572500,1892.63469684000
Giant Kelp,,"0",216.25577480900,1584.31278394000
Giant Kelp,,"0",172.42949957700,1636.53956874000
Giant Kelp,,"0",229.96201309800,2138.76122499000
Giant Kelp,,"0",95.06092987840,624.61607499800
Giant Kelp,,"0",609.44088185000,8480.19243753000
Giant Kelp,,"0",148.95466154300,1053.13111563000
Giant Kelp,,"0",175.22795244500,1558.34836873000
Giant Kelp,,"0",158.56025239200,1257.37236876000
Giant Kelp,,"0",1023.07000959000,12737.46537500000
Giant Kelp,,"0",66.28835271000,302.19716562300
Giant Kelp,,"0",103.93644207900,603.50386562400
Giant Kelp,,"0",576.23203488600,6097.95772188000
Giant Kelp,,"0",337.39024275700,4792.35870938000
Giant Kelp,,"0",1814.31302552000,39756.77125840000
Giant Kelp,,"0",580.27907858400,11947.43067190000
Giant Kelp,,"0",296.16697894800,2173.81854688000
Giant Kelp,,"0",1129.15316376000,25157.89982190000
Giant Kelp,,"0",150.59172602200,921.17919065000
Giant Kelp,,"0",184.27122964500,1684.26447187000
Giant Kelp,,"0",78.20239306180,374.08540625800
Giant Kelp,,"0",203.51225998700,1261.76470002000
Giant Kelp,,"0",200.03863768800,1949.00162187000
Giant Kelp,,"0",162.29169657900,1238.17854062000
Giant Kelp,,"0",271.49949794900,2944.84175936000
Giant Kelp,,"0",292.62602520900,2092.76679374000
Giant Kelp,,"0",1055.87765376000,21905.55229610000
Giant Kelp,,"0",344.00260929200,5304.84215311000
Giant Kelp,,"0",94.71321206540,550.73193436700
Giant Kelp,,"0",391.16725750900,6550.90015005000
Giant Kelp,,"0",625.18755556700,11967.52088440000
Giant Kelp,,"0",191.21871857300,2513.66246251000
Giant Kelp,,"0",443.71818004700,5117.50208434000
Giant Kelp,,"0",358.78506385100,3427.53593127000
Giant Kelp,,"0",89.77247825590,474.19810444600
Giant Kelp,,"0",148.59540251800,1070.11077188000
Giant Kelp,,"0",560.30911200300,9611.24055624000
Giant Kelp,,"0",490.48345172700,6678.18135210000
Giant Kelp,,"0",182.26295810300,1830.18291877000
Giant Kelp,,"0",146.48221646000,883.59529063500
Giant Kelp,,"0",548.75195832300,6430.33378153000
Giant Kelp,,"0",211.74305031400,2008.17279062000
Giant Kelp,,"0",6167.45295996000,149549.26511300000
Giant Kelp,,"0",1839.07204280000,61012.55668560000
Giant Kelp,,"0",1292.05029306000,24425.93682260000
Giant Kelp,,"0",132.07233270300,904.02049687500
Giant Kelp,,"0",214.62838261300,3108.15772498000
Giant Kelp,,"0",401.75328008700,5581.75096564000
Giant Kelp,,"0",503.73351130800,8987.14126878000
Giant Kelp,,"0",494.14136870900,5711.27926872000
Giant Kelp,,"0",382.08554279400,3562.38525308000
Giant Kelp,,"0",365.57158531500,4568.60744686000
Giant Kelp,,"0",342.97095747800,2654.62895632000
Giant Kelp,,"0",256.93746019000,2744.69350627000
Giant Kelp,,"0",1240.21127592000,22095.00077640000
Giant Kelp,,"0",198.59459352800,2168.90488124000
Giant Kelp,,"0",89.89637223050,454.23155625200
Giant Kelp,,"0",1693.44498702000,33686.68324690000
Giant Kelp,,"0",116.16336335100,654.83935625800
Giant Kelp,,"0",434.09358355100,6486.01444371000
Giant Kelp,,"0",263.23821038100,3378.13831249000
Giant Kelp,,"0",106.12359609000,677.68590311400
Giant Kelp,,"0",89.25562291900,545.92695625300
Giant Kelp,,"0",136.68906219800,1106.61944448000
Giant Kelp,,"0",134.97016464000,896.63526875900
Giant Kelp,,"0",214.85443960900,1635.23079685000
Giant Kelp,,"0",313.18906778500,4597.33924999000
Giant Kelp,,"0",90.07764755760,486.30629686900
Giant Kelp,,"0",77.71575500550,368.83830624100
Giant Kelp,,"0",131.10718163000,835.44534205500
Giant Kelp,,"0",382.14678997200,4120.72992502000
Giant Kelp,,"0",85.63117675980,511.81578436400
Giant Kelp,,"0",126.54488719300,1035.89276877000
Giant Kelp,,"0",129.21168120500,874.18255937400
Giant Kelp,,"0",148.11069106200,880.83475308800
Giant Kelp,,"0",167.14258306200,1464.40454375000
Giant Kelp,,"0",51.40794245480,193.60495625800
Giant Kelp,,"0",509.22184256900,7232.43980667000
Giant Kelp,,"0",124.17033421300,946.26997212900
Giant Kelp,,"0",218.62051100400,1761.45064688000
Giant Kelp,,"0",98.41366136280,600.38188437600
Giant Kelp,,"0",278.08820743400,2979.20201873000
Giant Kelp,,"0",212.36056352500,2302.82118726000
Giant Kelp,,"0",175.33820030100,1291.65608130000
Giant Kelp,,"0",93.80876190080,618.28990938900
Giant Kelp,,"0",338.07009873800,2882.13941421000
Giant Kelp,,"0",98.40699735360,689.43249999800
Giant Kelp,,"0",186.64150089500,2055.18451878000
Giant Kelp,,"0",186.16435902800,1860.70645940000
Giant Kelp,,"0",395.79808056900,4103.53110936000
Giant Kelp,,"0",115.22638673300,821.80655624900
Giant Kelp,,"0",1752.40467863000,49574.03577810000
Giant Kelp,,"0",169.98072658400,1854.07560626000
Giant Kelp,,"0",442.85147297100,7007.87632815000
